uid,text,fluency,omission,addition,repetition,evaluator_name,language_code,eid,team_name,category,triple_count,tripleset,stratum,sample_id,reference_text,system
ga_323,Tá 0004319 ina aitheantóir IMDb ar MhcVeagh of the South Seas.,2,True,True,True,A009,ga,581,team_b,Film,1,McVeagh_of_the_South_Seas | imdbId | 0004319,Film#1,23,Is é ID IMDb McVeagh of the South Seas 0004319.,ref
ga_23,Tá imdbid 0004319 ag McVeagh na Maraí Theas.,3,True,True,True,A005,ga,581,team_d,Film,1,McVeagh_of_the_South_Seas | imdbId | 0004319,Film#1,23,Is é ID IMDb McVeagh of the South Seas 0004319.,ref
ga_223,Is é ID IMDB do McVeagh of the South Seas ná 0004319.,5,True,True,True,A007,ga,581,team_g,Film,1,McVeagh_of_the_South_Seas | imdbId | 0004319,Film#1,23,Is é ID IMDb McVeagh of the South Seas 0004319.,ref
ga_424,"""Tá 387.63 duine in aghaidh an chiliméadair chearnaigh ag Iosrael, áit a bhfuair Liselotte Grschebina bás.""",4,True,False,True,A006,ga,505,refs,Artist,2,Liselotte_Grschebina | deathPlace | Israel<br>Israel | populationDensity | 387.63,Artist#2,24,"""Tá 387.63 duine in aghaidh an chiliméadair chearnaigh ag Iosrael, áit a bhfuair Liselotte Grschebina bás.""",ref
ga_124,"Cailleadh Liselotte Gorschebina in Iosrael, áit a bhfuil dlús daonra 387.63 ann.",5,True,True,True,A008,ga,505,team_d,Artist,2,Liselotte_Grschebina | deathPlace | Israel<br>Israel | populationDensity | 387.63,Artist#2,24,"""Tá 387.63 duine in aghaidh an chiliméadair chearnaigh ag Iosrael, áit a bhfuair Liselotte Grschebina bás.""",ref
ga_324,Fuair Liselotte Grschebina bás in Éirinn.  Tá dlús daonra na hIodáile 388.63.,2,False,False,True,A009,ga,505,team_a,Artist,2,Liselotte_Grschebina | deathPlace | Israel<br>Israel | populationDensity | 387.63,Artist#2,24,"""Tá 387.63 duine in aghaidh an chiliméadair chearnaigh ag Iosrael, áit a bhfuair Liselotte Grschebina bás.""",ref
ga_24,"Fuair ​​​​Liselotte Grschebina bás in Iosrael, a bhfuil dlús daonra de 387.63 duine in aghaidh an chiliméadair chearnaigh.",5,True,True,True,A005,ga,505,team_g,Artist,2,Liselotte_Grschebina | deathPlace | Israel<br>Israel | populationDensity | 387.63,Artist#2,24,"""Tá 387.63 duine in aghaidh an chiliméadair chearnaigh ag Iosrael, áit a bhfuair Liselotte Grschebina bás.""",ref
ga_224,Fuair Liselotte Grschebina bás in Iosrael. Is é an dlús daonra d'Iosrael ná 387.63.,5,True,True,True,A007,ga,505,team_b,Artist,2,Liselotte_Grschebina | deathPlace | Israel<br>Israel | populationDensity | 387.63,Artist#2,24,"""Tá 387.63 duine in aghaidh an chiliméadair chearnaigh ag Iosrael, áit a bhfuair Liselotte Grschebina bás.""",ref
ga_425,"Rugadh Nie Haisheng, náisiúnach Poblacht Phoiblí na Síne, i Zaoyang ar an 13 Deireadh Fómhair 1964. Rugadh i Hubei é.",3,True,True,True,A006,ga,1198,team_d,Astronaut,4,Nie_Haisheng | birthPlace | Zaoyang<br>Nie_Haisheng | birthPlace | Hubei<br>Nie_Haisheng | nationality | People's_Republic_of_China<br>Nie_Haisheng | birthDate | 1964-10-13,Astronaut#4,25,Is as Daon-Phoblacht na Síne é Nie Haisheng; rugadh é an 13 Deireadh Fómhair 1964 in Zaoyang i gCúige Hubei.,ref
ga_125,"Rugadh náisiúnach na Síne, Meiriceánach, Nua Haisheng i Zaoying ar 13 Deireadh Fómhair 1964 agus rugadh é i Hubei.",1,True,False,False,A008,ga,1198,team_a,Astronaut,4,Nie_Haisheng | birthPlace | Zaoyang<br>Nie_Haisheng | birthPlace | Hubei<br>Nie_Haisheng | nationality | People's_Republic_of_China<br>Nie_Haisheng | birthDate | 1964-10-13,Astronaut#4,25,Is as Daon-Phoblacht na Síne é Nie Haisheng; rugadh é an 13 Deireadh Fómhair 1964 in Zaoyang i gCúige Hubei.,ref
ga_325,Rugadh Nie Haisheng i Zaoyang agus Hubei ar 13 Deireadh Fómhair 1964 agus is as Peoples Republic of China é.,2,True,True,True,A009,ga,1198,team_b,Astronaut,4,Nie_Haisheng | birthPlace | Zaoyang<br>Nie_Haisheng | birthPlace | Hubei<br>Nie_Haisheng | nationality | People's_Republic_of_China<br>Nie_Haisheng | birthDate | 1964-10-13,Astronaut#4,25,Is as Daon-Phoblacht na Síne é Nie Haisheng; rugadh é an 13 Deireadh Fómhair 1964 in Zaoyang i gCúige Hubei.,ref
ga_25,"Rugadh Nie Haisheng ar 13 Deireadh Fómhair, 1964 i Zaoyang, Hubei, an tSín.",5,True,True,True,A005,ga,1198,team_g,Astronaut,4,Nie_Haisheng | birthPlace | Zaoyang<br>Nie_Haisheng | birthPlace | Hubei<br>Nie_Haisheng | nationality | People's_Republic_of_China<br>Nie_Haisheng | birthDate | 1964-10-13,Astronaut#4,25,Is as Daon-Phoblacht na Síne é Nie Haisheng; rugadh é an 13 Deireadh Fómhair 1964 in Zaoyang i gCúige Hubei.,ref
ga_225,Is as Daon-Phoblacht na Síne é Nie Haisheng; rugadh é an 13 Deireadh Fómhair 1964 in Zaoyang i gCúige Hubei.,5,True,True,True,A007,ga,1198,refs,Astronaut,4,Nie_Haisheng | birthPlace | Zaoyang<br>Nie_Haisheng | birthPlace | Hubei<br>Nie_Haisheng | nationality | People's_Republic_of_China<br>Nie_Haisheng | birthDate | 1964-10-13,Astronaut#4,25,Is as Daon-Phoblacht na Síne é Nie Haisheng; rugadh é an 13 Deireadh Fómhair 1964 in Zaoyang i gCúige Hubei.,ref
ga_426,"""Is é daonra limistéar meitreapolaiteach Ciudad Ayala 1,777,539, agus tá dlús daonra de 1604.0 ann mar aon le cúiteamh AUL de -6. Is rialtas de chineál comhairle-bainisteora rialtas Ciudad Aywla.""",4,True,True,False,A006,ga,1424,refs,City,4,Ciudad_Ayala | populationMetro | 1777539<br>Ciudad_Ayala | populationDensity | 1604.0<br>Ciudad_Ayala | governmentType | Council-manager_government<br>Ciudad_Ayala | utcOffset | −6,City#4,26,"""Is é daonra limistéar meitreapolaiteach Ciudad Ayala 1,777,539, agus tá dlús daonra de 1604.0 ann mar aon le cúiteamh AUL de -6. Is rialtas de chineál comhairle-bainisteora rialtas Ciudad Aywla.""",ref
ga_126,"Tá daonra de 1,777,539 ag achar cathrach Ciudad Ayala. Is é an dlús daonra de Chiudad Ayala, a rialaíonn an council-manager government, ná 1,604. Tá fritháireamh UTC de −6 ag Ciudad Ayala.",2,True,True,False,A008,ga,1424,team_b,City,4,Ciudad_Ayala | populationMetro | 1777539<br>Ciudad_Ayala | populationDensity | 1604.0<br>Ciudad_Ayala | governmentType | Council-manager_government<br>Ciudad_Ayala | utcOffset | −6,City#4,26,"""Is é daonra limistéar meitreapolaiteach Ciudad Ayala 1,777,539, agus tá dlús daonra de 1604.0 ann mar aon le cúiteamh AUL de -6. Is rialtas de chineál comhairle-bainisteora rialtas Ciudad Aywla.""",ref
ga_326,"Tá daonra 1,777,539 ag Ciudad Ayala agus dlús daonra 1,604.0. Tá sé á rialú ag rialtas bainisteoir comhairle agus tá fritháireamh UTC de -6 aige.",1,True,True,True,A009,ga,1424,team_g,City,4,Ciudad_Ayala | populationMetro | 1777539<br>Ciudad_Ayala | populationDensity | 1604.0<br>Ciudad_Ayala | governmentType | Council-manager_government<br>Ciudad_Ayala | utcOffset | −6,City#4,26,"""Is é daonra limistéar meitreapolaiteach Ciudad Ayala 1,777,539, agus tá dlús daonra de 1604.0 ann mar aon le cúiteamh AUL de -6. Is rialtas de chineál comhairle-bainisteora rialtas Ciudad Aywla.""",ref
ga_26,Tá dlús daonra 1604.0 ag cathair Ciudad Ayala agus achar meitérach 1777539 aige. Is é cineál rialtas Ciudad Ayala ná rialtas an Comhairle-riachtála agus tá an cúiteamh utc aige 6.,3,True,True,True,A005,ga,1424,team_d,City,4,Ciudad_Ayala | populationMetro | 1777539<br>Ciudad_Ayala | populationDensity | 1604.0<br>Ciudad_Ayala | governmentType | Council-manager_government<br>Ciudad_Ayala | utcOffset | −6,City#4,26,"""Is é daonra limistéar meitreapolaiteach Ciudad Ayala 1,777,539, agus tá dlús daonra de 1604.0 ann mar aon le cúiteamh AUL de -6. Is rialtas de chineál comhairle-bainisteora rialtas Ciudad Aywla.""",ref
ga_226,"Tá limistéar daonra de 1776539 agus dlús daonra de 1604.0 duine ag Ciudad Ayala, a rialaíonn an Rialtas Comhairle. Is é an UTC offset do Buenos Aires 6.",3,False,False,True,A007,ga,1424,team_a,City,4,Ciudad_Ayala | populationMetro | 1777539<br>Ciudad_Ayala | populationDensity | 1604.0<br>Ciudad_Ayala | governmentType | Council-manager_government<br>Ciudad_Ayala | utcOffset | −6,City#4,26,"""Is é daonra limistéar meitreapolaiteach Ciudad Ayala 1,777,539, agus tá dlús daonra de 1604.0 ann mar aon le cúiteamh AUL de -6. Is rialtas de chineál comhairle-bainisteora rialtas Ciudad Aywla.""",ref
ga_427,Is é an tionscnamh stoilisticiúil de punk blues Garage Rock.,3,True,True,True,A006,ga,1332,team_a,MusicalWork,1,Punk_blues | stylisticOrigin | Garage_rock,MusicalWork#1,27,Tá bunús stíleach an tseánra ceoil punc-ghormacha le fáil san fhuaim rac-cheoil gharáiste roimhe sin.,ref
ga_127,Is stíl ceoil é Punc blues a tháinig ó charraig gharáiste.,2,True,False,True,A008,ga,1332,team_g,MusicalWork,1,Punk_blues | stylisticOrigin | Garage_rock,MusicalWork#1,27,Tá bunús stíleach an tseánra ceoil punc-ghormacha le fáil san fhuaim rac-cheoil gharáiste roimhe sin.,ref
ga_327,Is as rac garáiste a thagann blues punc ar stíl.,1,True,True,True,A009,ga,1332,team_d,MusicalWork,1,Punk_blues | stylisticOrigin | Garage_rock,MusicalWork#1,27,Tá bunús stíleach an tseánra ceoil punc-ghormacha le fáil san fhuaim rac-cheoil gharáiste roimhe sin.,ref
ga_27,Tá bunús stíleach an tseánra ceoil punc-ghormacha le fáil san fhuaim rac-cheoil gharáiste roimhe sin.,5,True,False,False,A005,ga,1332,refs,MusicalWork,1,Punk_blues | stylisticOrigin | Garage_rock,MusicalWork#1,27,Tá bunús stíleach an tseánra ceoil punc-ghormacha le fáil san fhuaim rac-cheoil gharáiste roimhe sin.,ref
ga_227,Tagann Punk blues ó Gharage rock.,5,True,True,True,A007,ga,1332,team_b,MusicalWork,1,Punk_blues | stylisticOrigin | Garage_rock,MusicalWork#1,27,Tá bunús stíleach an tseánra ceoil punc-ghormacha le fáil san fhuaim rac-cheoil gharáiste roimhe sin.,ref
ga_428,"Rugadh Piotr Hallmann i nGdynia, Poland agus is é a mheáchan ná 70.308. Tá Gdynia, Poland sa chrios ama Am Lár na hEorpa.",3,True,True,True,A006,ga,427,team_b,Athlete,3,"Piotr_Hallmann | birthPlace | Gdynia,_Poland<br>Piotr_Hallmann | weight | 70.308<br>Gdynia,_Poland | timeZone | Central_European_Time",Athlete#3,28,"""Rugadh Piotr Hallmann a bhfuil meáchan 70.308 kg ann in Gdynia, an Pholainn atá i gcrios ama Lár na hEorpa.""",ref
ga_128,Rugadh Piotr Hallmann i Gdynia na Polainne agus tá meáchan 70.308 punt aige. Is é an t-amrúid atá aige ná am na hEorpa Láir.,4,True,False,True,A008,ga,427,team_d,Athlete,3,"Piotr_Hallmann | birthPlace | Gdynia,_Poland<br>Piotr_Hallmann | weight | 70.308<br>Gdynia,_Poland | timeZone | Central_European_Time",Athlete#3,28,"""Rugadh Piotr Hallmann a bhfuil meáchan 70.308 kg ann in Gdynia, an Pholainn atá i gcrios ama Lár na hEorpa.""",ref
ga_328,"""Rugadh Piotr Hallmann a bhfuil meáchan 70.308 kg ann in Gdynia, an Pholainn atá i gcrios ama Lár na hEorpa.""",4,True,True,True,A009,ga,427,refs,Athlete,3,"Piotr_Hallmann | birthPlace | Gdynia,_Poland<br>Piotr_Hallmann | weight | 70.308<br>Gdynia,_Poland | timeZone | Central_European_Time",Athlete#3,28,"""Rugadh Piotr Hallmann a bhfuil meáchan 70.308 kg ann in Gdynia, an Pholainn atá i gcrios ama Lár na hEorpa.""",ref
ga_28,"Rugadh i Gdynia, na Polainne, tá meáchan 70.308 kg.  Is é an t-am atá ag Gdynia, Pholainn, an t-am lárnach na hEorpa.",3,True,False,False,A005,ga,427,team_a,Athlete,3,"Piotr_Hallmann | birthPlace | Gdynia,_Poland<br>Piotr_Hallmann | weight | 70.308<br>Gdynia,_Poland | timeZone | Central_European_Time",Athlete#3,28,"""Rugadh Piotr Hallmann a bhfuil meáchan 70.308 kg ann in Gdynia, an Pholainn atá i gcrios ama Lár na hEorpa.""",ref
ga_228,"Rugadh Piotr Hallmann i Gdynia, an Pholainn, atá i gcrios Ama Lár na hEorpa, agus tá meáchan 70.308 aige.",3,True,False,True,A007,ga,427,team_g,Athlete,3,"Piotr_Hallmann | birthPlace | Gdynia,_Poland<br>Piotr_Hallmann | weight | 70.308<br>Gdynia,_Poland | timeZone | Central_European_Time",Athlete#3,28,"""Rugadh Piotr Hallmann a bhfuil meáchan 70.308 kg ann in Gdynia, an Pholainn atá i gcrios ama Lár na hEorpa.""",ref
ga_429,"Tá Ollscoil Burgúine suite i gcathair Dijon, an Fhrainc, ar a dtugtar Poblacht na Fraince freisin agus atá faoi stiúir Claude Bartolone.",5,True,True,True,A006,ga,1188,team_g,University,4,"University_of_Burgundy | country | France<br>France | longName | ""French Republic""<br>University_of_Burgundy | city | Dijon<br>France | leader | Claude_Bartolone",University#4,29,"""Tá Ollscoil na Burgúine suite in Dijon, an Fhrainc, ar a dtugtar Poblacht na Fraince freisin agus atá faoi cheannas Claude Bartolone.""",ref
ga_129,"""Tá Ollscoil na Burgúine suite in Dijon, an Fhrainc, ar a dtugtar Poblacht na Fraince freisin agus atá faoi cheannas Claude Bartolone.""",5,True,True,True,A008,ga,1188,refs,University,4,"University_of_Burgundy | country | France<br>France | longName | ""French Republic""<br>University_of_Burgundy | city | Dijon<br>France | leader | Claude_Bartolone",University#4,29,"""Tá Ollscoil na Burgúine suite in Dijon, an Fhrainc, ar a dtugtar Poblacht na Fraince freisin agus atá faoi cheannas Claude Bartolone.""",ref
ga_329,"Tá Ollscoil Burgundy suite i gcathair Dijon sa Fhrainc.  Tá Claude Bartolone ina cheannaire sa Fhrainc, áit a bhfuil an Poblacht na Fraince ar a dtugtar freisin.",2,True,True,True,A009,ga,1188,team_a,University,4,"University_of_Burgundy | country | France<br>France | longName | ""French Republic""<br>University_of_Burgundy | city | Dijon<br>France | leader | Claude_Bartolone",University#4,29,"""Tá Ollscoil na Burgúine suite in Dijon, an Fhrainc, ar a dtugtar Poblacht na Fraince freisin agus atá faoi cheannas Claude Bartolone.""",ref
ga_29,"Tá University of Burgundy lonnaithe i bhFranca agus Dijon. Is é an t-ainm iomlán ar Fhranca, atá Claude Bartolone ina cheannaire air, ná French Republic.",2,True,False,False,A005,ga,1188,team_b,University,4,"University_of_Burgundy | country | France<br>France | longName | ""French Republic""<br>University_of_Burgundy | city | Dijon<br>France | leader | Claude_Bartolone",University#4,29,"""Tá Ollscoil na Burgúine suite in Dijon, an Fhrainc, ar a dtugtar Poblacht na Fraince freisin agus atá faoi cheannas Claude Bartolone.""",ref
ga_229,"Tá Ollscoil Burgunda i Dijon na Fraince, áit a bhfuil Claude Bartolone i gceannas. Is é Poblacht na Fraince ainm fada na Fraince.",5,True,True,True,A007,ga,1188,team_d,University,4,"University_of_Burgundy | country | France<br>France | longName | ""French Republic""<br>University_of_Burgundy | city | Dijon<br>France | leader | Claude_Bartolone",University#4,29,"""Tá Ollscoil na Burgúine suite in Dijon, an Fhrainc, ar a dtugtar Poblacht na Fraince freisin agus atá faoi cheannas Claude Bartolone.""",ref
ga_430,"Thosaigh an Fellowship of the Ring ar an 29ú Iúil, 1955.",3,False,True,True,A006,ga,1089,team_a,WrittenWork,1,The_Fellowship_of_the_Ring | releaseDate | 1954-07-29,WrittenWork#1,30,Foilsíodh The Fellowship of the Ring an 29 Iúil 1954.,ref
ga_130,Foilsíodh The Fellowship of the Ring an 29 Iúil 1954.,5,True,True,True,A008,ga,1089,refs,WrittenWork,1,The_Fellowship_of_the_Ring | releaseDate | 1954-07-29,WrittenWork#1,30,Foilsíodh The Fellowship of the Ring an 29 Iúil 1954.,ref
ga_330,Eisíodh The Fellowship of the Ring ar 29 Iúil 1954.,3,True,True,True,A009,ga,1089,team_b,WrittenWork,1,The_Fellowship_of_the_Ring | releaseDate | 1954-07-29,WrittenWork#1,30,Foilsíodh The Fellowship of the Ring an 29 Iúil 1954.,ref
ga_30,"Eisíodh Comhaltacht an Fháinne ar 29 Iúil, 1954.",4,True,True,True,A005,ga,1089,team_g,WrittenWork,1,The_Fellowship_of_the_Ring | releaseDate | 1954-07-29,WrittenWork#1,30,Foilsíodh The Fellowship of the Ring an 29 Iúil 1954.,ref
ga_230,Seoladh The Rockship of the Ring ar an 29ú lá i mí Iúil 1954.,5,False,False,True,A007,ga,1089,team_d,WrittenWork,1,The_Fellowship_of_the_Ring | releaseDate | 1954-07-29,WrittenWork#1,30,Foilsíodh The Fellowship of the Ring an 29 Iúil 1954.,ref
ga_431,Rugadh Brandon Carter i Sasana agus tá cáil air as a chuid oibre ar an bPrionsabal Antraipeach.,5,True,True,True,A006,ga,612,team_g,Scientist,2,Brandon_Carter | birthPlace | England<br>Brandon_Carter | knownFor | Anthropic_principle,Scientist#2,31,Tugann Brandon Carter áit bhreithe ar Shasana agus tá an-aithne air as teoirim phrionsabal na hAntrapachta.,ref
ga_131,"Rugadh Brandon Carter, atá cáil air don Anthropic principle, i Sasana.",3,True,True,True,A008,ga,612,team_b,Scientist,2,Brandon_Carter | birthPlace | England<br>Brandon_Carter | knownFor | Anthropic_principle,Scientist#2,31,Tugann Brandon Carter áit bhreithe ar Shasana agus tá an-aithne air as teoirim phrionsabal na hAntrapachta.,ref
ga_331,Rugadh Brandon Carter san Sasana agus is é a dtugtar Prins antrópiseach air.,1,True,True,True,A009,ga,612,team_d,Scientist,2,Brandon_Carter | birthPlace | England<br>Brandon_Carter | knownFor | Anthropic_principle,Scientist#2,31,Tugann Brandon Carter áit bhreithe ar Shasana agus tá an-aithne air as teoirim phrionsabal na hAntrapachta.,ref
ga_31,Tugann Brandon Carter áit bhreithe ar Shasana agus tá an-aithne air as teoirim phrionsabal na hAntrapachta.,3,True,True,True,A005,ga,612,refs,Scientist,2,Brandon_Carter | birthPlace | England<br>Brandon_Carter | knownFor | Anthropic_principle,Scientist#2,31,Tugann Brandon Carter áit bhreithe ar Shasana agus tá an-aithne air as teoirim phrionsabal na hAntrapachta.,ref
ga_231,Rugadh Brandon Carter san Sasana agus tá sé ar a dtugtar an córas Anthropic.,3,False,False,True,A007,ga,612,team_a,Scientist,2,Brandon_Carter | birthPlace | England<br>Brandon_Carter | knownFor | Anthropic_principle,Scientist#2,31,Tugann Brandon Carter áit bhreithe ar Shasana agus tá an-aithne air as teoirim phrionsabal na hAntrapachta.,ref
ga_432,Déanann GMA New Media online game.,2,False,False,True,A006,ga,916,team_b,Company,1,GMA_New_Media | product | Online_Game,Company#1,32,Is é príomhtháirge nua GMA New Media cluichí ar líne.,ref
ga_132,Tá GMA New Media ag táirgeadh cluichí ar líne.,5,True,True,True,A008,ga,916,team_a,Company,1,GMA_New_Media | product | Online_Game,Company#1,32,Is é príomhtháirge nua GMA New Media cluichí ar líne.,ref
ga_332,Táirgeann GMA New Media cluiche ar líne.,3,True,True,True,A009,ga,916,team_g,Company,1,GMA_New_Media | product | Online_Game,Company#1,32,Is é príomhtháirge nua GMA New Media cluichí ar líne.,ref
ga_32,Déanann GMA New Media cluichí ar líne a tháirgeadh.,5,True,True,True,A005,ga,916,team_d,Company,1,GMA_New_Media | product | Online_Game,Company#1,32,Is é príomhtháirge nua GMA New Media cluichí ar líne.,ref
ga_232,Is é príomhtháirge nua GMA New Media cluichí ar líne.,4,True,True,True,A007,ga,916,refs,Company,1,GMA_New_Media | product | Online_Game,Company#1,32,Is é príomhtháirge nua GMA New Media cluichí ar líne.,ref
ga_433,Ta baint ag an gceoltóir támhcheoil Andrew Rayel le Bobina.,1,False,False,True,A006,ga,1414,refs,Artist,2,Andrew_Rayel | associatedBand/associatedMusicalArtist | Bobina<br>Andrew_Rayel | genre | Trance_music,Artist#2,33,Ta baint ag an gceoltóir támhcheoil Andrew Rayel le Bobina.,ref
ga_133,Samhlaítear an ceoltóir transa Andrew Rayel le Bobina.,5,True,True,True,A008,ga,1414,team_d,Artist,2,Andrew_Rayel | associatedBand/associatedMusicalArtist | Bobina<br>Andrew_Rayel | genre | Trance_music,Artist#2,33,Ta baint ag an gceoltóir támhcheoil Andrew Rayel le Bobina.,ref
ga_333,Tá Andrew Rayel ceangailte leis an ealaíontóir ceoil Bobina agus is é a ghnéas ceoil Trance.,2,True,True,True,A009,ga,1414,team_a,Artist,2,Andrew_Rayel | associatedBand/associatedMusicalArtist | Bobina<br>Andrew_Rayel | genre | Trance_music,Artist#2,33,Ta baint ag an gceoltóir támhcheoil Andrew Rayel le Bobina.,ref
ga_33,Sheinn Andrew Rayel le Bobina agus seinneann sé Trance music.,3,True,True,True,A005,ga,1414,team_b,Artist,2,Andrew_Rayel | associatedBand/associatedMusicalArtist | Bobina<br>Andrew_Rayel | genre | Trance_music,Artist#2,33,Ta baint ag an gceoltóir támhcheoil Andrew Rayel le Bobina.,ref
ga_233,Is ealaíontóir ceoil trance é Andrew Rayel a bhaineann leis an mbanna Bobina.,5,True,True,True,A007,ga,1414,team_g,Artist,2,Andrew_Rayel | associatedBand/associatedMusicalArtist | Bobina<br>Andrew_Rayel | genre | Trance_music,Artist#2,33,Ta baint ag an gceoltóir támhcheoil Andrew Rayel le Bobina.,ref
ga_434,"Tá Aerfort Adolfo Suárez Madrid-Barajas lonnaithe in Alcobendas agus is é ENAIRE a reáchtálann é, a bhfuil lonnaithe i Madrid na Spáinne. Tá an aerfort 610.0 méadar os cionn leibhéal na mara.",5,True,True,True,A006,ga,418,team_d,Airport,5,Adolfo_Suárez_Madrid–Barajas_Airport | operatingOrganisation | ENAIRE<br>Adolfo_Suárez_Madrid–Barajas_Airport | location | Alcobendas<br>ENAIRE | city | Madrid<br>Adolfo_Suárez_Madrid–Barajas_Airport | elevationAboveTheSeaLevel | 610.0<br>Madrid | country | Spain,Airport#5,34,"""Tá aerfort Adolfo Suarez Mhaidrid-Barajas, a oibrítear ag ENAIRE, suite i limistéar Alcobendas de chathair Mhaidrid na Spáinne. Tá sé suite 610 méadar os cionn leibhéal na mara.""",ref
ga_134,"Tá Aerfort Adolfo Suárez Maidrid-Barajas á oibriú ag ENAIRE agus tá sé suite in Alcobendas, Maidrid, an Spáinn, ag airde 610.0 méadar os cionn leibhéal na farraige.",5,True,True,True,A008,ga,418,team_g,Airport,5,Adolfo_Suárez_Madrid–Barajas_Airport | operatingOrganisation | ENAIRE<br>Adolfo_Suárez_Madrid–Barajas_Airport | location | Alcobendas<br>ENAIRE | city | Madrid<br>Adolfo_Suárez_Madrid–Barajas_Airport | elevationAboveTheSeaLevel | 610.0<br>Madrid | country | Spain,Airport#5,34,"""Tá aerfort Adolfo Suarez Mhaidrid-Barajas, a oibrítear ag ENAIRE, suite i limistéar Alcobendas de chathair Mhaidrid na Spáinne. Tá sé suite 610 méadar os cionn leibhéal na mara.""",ref
ga_334,"""Tá aerfort Adolfo Suarez Mhaidrid-Barajas, a oibrítear ag ENAIRE, suite i limistéar Alcobendas de chathair Mhaidrid na Spáinne. Tá sé suite 610 méadar os cionn leibhéal na mara.""",3,True,True,True,A009,ga,418,refs,Airport,5,Adolfo_Suárez_Madrid–Barajas_Airport | operatingOrganisation | ENAIRE<br>Adolfo_Suárez_Madrid–Barajas_Airport | location | Alcobendas<br>ENAIRE | city | Madrid<br>Adolfo_Suárez_Madrid–Barajas_Airport | elevationAboveTheSeaLevel | 610.0<br>Madrid | country | Spain,Airport#5,34,"""Tá aerfort Adolfo Suarez Mhaidrid-Barajas, a oibrítear ag ENAIRE, suite i limistéar Alcobendas de chathair Mhaidrid na Spáinne. Tá sé suite 610 méadar os cionn leibhéal na mara.""",ref
ga_34,Is é ENAIRE an eagraíocht oibríochtúil don Aerfort Adolfo Suarez Madrid-Barajas atá suite i Alcobendas agus tá sé 610 méadar os cionn leibhéal na farraige.  Tá ENAIRE suite i Madrid.  Tá Madrid suite san Spáinn.,5,True,True,True,A005,ga,418,team_a,Airport,5,Adolfo_Suárez_Madrid–Barajas_Airport | operatingOrganisation | ENAIRE<br>Adolfo_Suárez_Madrid–Barajas_Airport | location | Alcobendas<br>ENAIRE | city | Madrid<br>Adolfo_Suárez_Madrid–Barajas_Airport | elevationAboveTheSeaLevel | 610.0<br>Madrid | country | Spain,Airport#5,34,"""Tá aerfort Adolfo Suarez Mhaidrid-Barajas, a oibrítear ag ENAIRE, suite i limistéar Alcobendas de chathair Mhaidrid na Spáinne. Tá sé suite 610 méadar os cionn leibhéal na mara.""",ref
ga_234,"Reáchtálann ENAIRE an Adolfo Suárez Madrid–Barajas Airport, lonnaithe in Alcobendas. Tá Adolfo Suárez Madrid–Barajas Airport 610 meters os cionn leibhéal na farraige. Tá Maidrid, a fheidhmíonn ENAIRE dó, lonnaithe ins An Spáinn.",3,True,True,True,A007,ga,418,team_b,Airport,5,Adolfo_Suárez_Madrid–Barajas_Airport | operatingOrganisation | ENAIRE<br>Adolfo_Suárez_Madrid–Barajas_Airport | location | Alcobendas<br>ENAIRE | city | Madrid<br>Adolfo_Suárez_Madrid–Barajas_Airport | elevationAboveTheSeaLevel | 610.0<br>Madrid | country | Spain,Airport#5,34,"""Tá aerfort Adolfo Suarez Mhaidrid-Barajas, a oibrítear ag ENAIRE, suite i limistéar Alcobendas de chathair Mhaidrid na Spáinne. Tá sé suite 610 méadar os cionn leibhéal na mara.""",ref
ga_435,Fuair Liselotte Grschebina bás ar 14 Meitheamh 1994 agus is as Iosrael é. Rinne sí staidéar sa School of Applied Arts in Stuttgart. Rugadh í ar 02 Bealtaine 1908. D'oibrigh sí mar ghrianghrafadóir.,3,True,True,True,A006,ga,1560,team_b,Artist,5,Liselotte_Grschebina | deathDate | 1994-06-14<br>Liselotte_Grschebina | nationality | Israel<br>Liselotte_Grschebina | training | School_of_Applied_Arts_in_Stuttgart<br>Liselotte_Grschebina | birthDate | 1908-05-02<br>Liselotte_Grschebina | professionalField | Photographer,Artist#5,35,Rugadh Liselotte Grschebina an 2 Bealtaine 1908 in Iosrael. D'fhreastail sí ar scoil na nEalaíon Feidhmeach in Stuttgart agus d'éirigh sí ina grianghrafadóir gairmiúil. Fuair sí bás an 14 Meitheamh 1994.,ref
ga_135,"Rugadh an Meiriceánach, Liselotte Grschebina ar 2 Bealtaine 1908. D'fhoghlaim sí ag an Scoil Ealaíon Poiblí i Stát Aontaithe agus fuair sé bás ar 14 Iúil 1994.",3,False,False,True,A008,ga,1560,team_a,Artist,5,Liselotte_Grschebina | deathDate | 1994-06-14<br>Liselotte_Grschebina | nationality | Israel<br>Liselotte_Grschebina | training | School_of_Applied_Arts_in_Stuttgart<br>Liselotte_Grschebina | birthDate | 1908-05-02<br>Liselotte_Grschebina | professionalField | Photographer,Artist#5,35,Rugadh Liselotte Grschebina an 2 Bealtaine 1908 in Iosrael. D'fhreastail sí ar scoil na nEalaíon Feidhmeach in Stuttgart agus d'éirigh sí ina grianghrafadóir gairmiúil. Fuair sí bás an 14 Meitheamh 1994.,ref
